Height,Wind
78640,7265
78640,7275
78643,7279
78643,7290
78643,7297
78643,7302
78646,7306
78649,7310
78653,7314
78655,7318
78656,7322
78659,7326
78661,7331
78661,7359
78661,7365
78662,7369
78665,7373
78667,7378
78667,7387
78669,7391
78670,7395
78673,7399
78676,7403
78676,7418
78676,7424
78677,7428
78679,7433
78681,7438
78683,7444
78685,7448
78685,7456
78685,7463
78688,7467
78688,7481
78688,7488
78689,7492
78692,7496
78695,7500
78695,7513
78695,7519
78696,7523
78699,7527
78702,7531
78702,7541
78702,7551
78702,7557
78703,7563
78706,7567
78710,7571
78710,7581
78710,7589
78710,7596
78713,7600
78713,7608
78713,7615
78714,7619
78717,7623
78720,7627
78720,7635
78720,7645
78721,7649
78724,7653
78727,7657
78727,7670
78729,7674
78730,7678
78733,7682
78735,7687
78736,7694
78736,7701
78737,7705
78740,7709
78740,7716
78743,7721
78745,7725
78745,7734
78745,7742
78748,7746
78748,7755
78749,7760
78750,7764
78753,7768
78755,7773
78755,7783
78755,7789
78756,7793
78757,7799
78759,7804
78760,7811
78762,7815
78763,7819
78765,7824
78768,7828
78768,7837
78769,7842
78769,7847
78772,7851
78775,7855
78777,7861
78779,7865
78780,7869
78783,7873
78786,7877
78786,7898
78788,7902
78789,7906
78789,7918
78792,7922
78793,7929
78793,7936
78793,7941
78796,7945
78798,7950
78799,7957
78800,7962
78801,7966
78804,7970
78806,7975
78807,7982
78809,7986
78810,7990
78813,7994
78815,7999
78819,8003
78819,8013
78820,8017
78822,8022
78825,8026
78829,8030
78829,8042
78830,8046
78833,8050
78835,8055
78837,8061
78839,8065
78840,8069
78843,8073
78845,8078
78846,8085
78846,8102
78846,8107
78849,8111
78852,8115
78856,8119
78858,8123
78859,8127
78859,8143
78862,8147
78864,8153
78864,8162
78865,8166
78868,8170
78868,8177
78872,8181
78872,8189
78872,8195
78874,8200
78876,8205
78877,8212
78877,8227
78878,8231
78880,8236
78883,8240
78883,8249
78883,8255
78884,8259
78887,8263
78889,8268
78889,8279
78889,8285
78890,8289
78893,8293
78896,8297
78898,8303
78900,8307
78901,8311
78904,8315
78906,8320
78910,8324
78910,8334
78911,8338
78914,8342
78916,8347
78917,8354
78919,8358
78919,8365
78920,8371
78923,8375
78927,8379
78929,8383
78930,8387
78933,8391
78936,8395
78938,8401
78940,8405
78941,8409
78941,8418
78942,8424
78945,8429
78945,8437
78946,8441
78949,8445
78952,8449
78952,8462
78952,8470
78953,8474
78956,8478
78958,8483
78960,8489
78962,8493
78963,8497
78965,8502
78966,8508
78968,8514
78968,8522
78968,8528
78970,8533
78973,8537
78977,8541
78977,8553
78978,8557
78981,8561
78984,8565
78984,8586
78984,8592
78985,8596
78987,8601
78988,8607
78990,8613
78990,8621
78990,8627
78993,8631
78993,8639
78993,8647
78994,8652
78994,8657
78997,8661
78999,8666
79003,8670
79003,8680
79004,8684
79007,8688
79010,8692
79010,8700
79012,8704
79013,8708
79016,8712
79019,8716
79021,8722
79021,8734
79022,8738
79025,8742
79027,8747
79029,8753
79029,8761
79030,8765
79033,8769
79036,8773
79036,8783
79036,8789
79037,8793
79039,8798
79042,8802
79044,8808
79044,8818
79045,8822
79048,8826
79050,8831
79052,8837
79052,8843
79053,8847
79056,8851
79059,8855
79059,8865
79059,8871
79060,8875
79063,8879
79066,8883
79070,8887
79072,8891
79073,8895
79076,8899
79076,8906
79078,8912
79080,8916
79081,8920
79084,8924
79087,8928
79087,8971
79089,8975
79090,8979
79092,8984
79093,8990
79095,8996
79095,9004
79095,9010
79097,9015
79100,9019
79100,9029
79100,9035
79101,9039
79104,9043
79107,9047
79109,9053
79109,9059
79110,9063
79113,9067
79115,9072
79117,9078
79117,9084
79118,9088
79121,9092
79124,9096
79128,9100
79128,9110
79129,9114
79131,9119
79133,9124
79137,9128
79137,9138
79138,9142
79141,9146
79143,9151
79145,9157
79145,9166
79145,9172
79147,9177
79150,9181
79154,9185
79156,9189
79157,9193
79160,9197
79162,9202
79163,9209
79165,9213
79166,9217
79169,9221
79171,9226
79173,9232
79173,9241
79174,9245
79177,9249
79180,9253
79180,9289
79182,9293
79183,9297
79186,9301
79188,9306
79190,9312
79190,9321
79191,9325
79194,9329
79196,9334
79196,9343
79196,9349
79196,9354
79199,9358
79199,9365
79201,9371
79203,9375
79203,9383
79203,9390
79206,9394
79210,9398
79210,9408
79211,9412
79214,9416
79216,9421
79218,9427
79220,9431
79221,9435
79223,9440
79225,9445
79225,9453
79225,9459
79226,9463
79229,9467
79232,9471
79232,9479
79232,9485
79233,9489
79234,9495
79237,9499
79237,9507
79237,9515
79238,9519
79241,9523
79244,9527
79246,9533
79248,9537
79249,9541
79250,9547
79252,9552
79253,9559
79253,9566
79254,9570
79257,9574
79259,9579
79260,9586
79262,9590
79262,9597
79263,9603
79265,9608
79269,9612
79269,9623
79269,9632
79269,9640
79269,9648
79273,9652
79273,9661
79273,9668
79274,9674
79276,9679
79276,9693
79276,9703
79276,9709
79278,9714
79281,9718
79281,9731
79281,9737
79282,9741
79285,9745
79287,9750
79291,9754
79293,9758
79294,9762
79297,9766
79297,9773
79297,9793
79299,9797
79299,9803
79302,9807
79302,9815
79303,9822
79305,9826
79306,9830
79308,9835
79309,9841
79312,9846
79314,9850
79314,9861
79314,9871
79317,9875
79321,9879
79321,9889
79322,9893
79324,9898
79325,9904
79328,9909
79330,9913
79331,9917
79333,9922
79335,9927
79337,9933
79339,9937
79340,9941
79343,9945
79346,9949
79346,9959
79346,9965
79347,9969
79350,9973
79350,9981
79353,9986
79355,9990
79356,9994
79359,9998
79362,10002
79362,10012
79362,10018
79363,10022
79365,10027
79367,10032
79367,10040
79369,10044
79369,10050
79371,10055
79373,10060
79373,10068
79375,10072
79376,10076
79379,10080
79382,10084
79382,6
79384,10
79385,14
79388,18
79391,22
79391,32
79391,38
79392,42
79394,47
79397,51
79397,60
79397,66
79398,70
79399,76
79401,81
79402,88
79403,93
79404,97
79406,102
79409,106
79413,110
79415,114
79416,118
79419,122
79419,129
79421,135
79423,139
79424,143
79427,147
79430,151
79434,155
79434,165
79434,173
79436,178
79436,187
79436,195
79437,200
79438,204
79440,209
79443,213
79445,219
79447,223
79448,227
79451,231
79454,235
79456,241
79458,245
79459,249
79462,253
79464,258
79468,262
79470,266
79471,270
79474,274
79476,279
79476,297
79476,307
79477,311
79477,320
79480,324
79480,333
79481,338
79482,342
79485,346
79485,355
79488,360
79488,371
79489,375
79491,380
79493,385
79493,399
79493,405
79494,409
79497,413
79499,418
79499,430
79499,436
79500,440
79503,444
79505,449
79509,453
79509,463
79509,473
79511,478
79514,482
79514,495
79514,501
79515,505
79517,510
79518,516
79520,522
79520,529
79520,534
79523,538
79525,543
79527,549
79527,558
79528,562
79531,566
79531,573
79534,578
79534,585
79535,589
79535,597
79538,601
79539,608
79539,618
79540,622
79542,627
79545,631
79547,637
79549,641
79550,645
79553,649
79553,656
79557,660
79557,668
79558,672
79560,677
79563,681
79563,690
79565,694
79566,698
79569,702
79571,707
79573,713
79575,717
79576,721
79578,726
79580,731
79582,737
79582,745
79583,749
79586,753
79588,758
79590,764
79590,770
79591,774
79593,779
79596,783
79600,787
79600,799
79601,803
79604,807
79607,811
79607,828
79609,832
79610,836
79613,840
79616,844
79616,854
79616,860
79617,864
79620,868
79622,873
79622,905
79622,911
79623,915
79623,922
79626,926
79627,933
79627,940
79627,945
79630,949
79632,954
79634,960
79634,969
79635,973
79638,977
79641,981
79641,994
79641,1000
79642,1004
79645,1008
79648,1012
79648,1022
79648,1028
79649,1032
79651,1037
79653,1042
79655,1048
79657,1052
79658,1056
79661,1060
79664,1064
79666,1070
79668,1074
79669,1078
79672,1082
79675,1086
79675,1094
79677,1098
79678,1102
79680,1107
79681,1113
79683,1119
79683,1126
79684,1130
79686,1135
79689,1139
79689,1148
79690,1153
79691,1157
79694,1161
79697,1165
79699,1171
79699,1183
79699,1193
79701,1198
79703,1203
79705,1209
79705,1217
79706,1221
79709,1225
79712,1229
79712,1245
79712,1253
79712,1259
79714,1264
79715,1270
79719,1274
79721,1278
79722,1282
79725,1286
79727,1291
79729,1297
79729,1303
79730,1307
79733,1311
79736,1315
79736,1323
79736,1329
79737,1333
79740,1337
79743,1341
79743,1351
79743,1357
79744,1361
79747,1365
79749,1370
79749,1382
79749,1388
79750,1392
79753,1396
79756,1400
79756,1413
79758,1417
79759,1421
79762,1425
79765,1429
79767,1435
79769,1439
79770,1443
79773,1447
79776,1451
79780,1455
79780,1476
79781,1480
79784,1484
79787,1488
79789,1494
79791,1498
79792,1502
79795,1506
79797,1511
79799,1517
79799,1523
79800,1527
79803,1531
79806,1535
79806,1545
79806,1551
79807,1555
79810,1559
79812,1564
79814,1570
79814,1579
79815,1583
79817,1588
79820,1592
79822,1598
79824,1602
79825,1606
79827,1611
79828,1617
79831,1622
79831,1631
79831,1638
79833,1643
79836,1647
79838,1653
79838,1659
79839,1663
79842,1667
79845,1671
79847,1677
79849,1681
79850,1685
79853,1689
79856,1693
79856,1703
79856,1709
79856,1715
79859,1719
79859,1727
79862,1732
79862,1740
79862,1746
79863,1752
79864,1758
79866,1764
79866,1770
79867,1774
79870,1778
79873,1782
79873,1793
79875,1797
79875,1805
79875,1812
79878,1816
79878,1826
79880,1830
79881,1834
79883,1839
79884,1845
79886,1851
79886,1859
79886,1865
79888,1870
79889,1876
79893,1880
79895,1884
79896,1888
79899,1892
79902,1896
79906,1900
79906,1910
79907,1914
79910,1918
79913,1922
79915,1928
79915,1940
79916,1944
79919,1948
79922,1952
79924,1958
79924,1964
79925,1968
79927,1973
79929,1978
79929,1986
79929,1992
79930,1996
79933,2000
79936,2004
79936,2015
79938,2019
79939,2023
79941,2028
79942,2034
79944,2040
79946,2044
79946,2053
79946,2061
79947,2067
79950,2072
79950,2079
79950,2084
79953,2088
79953,2095
79955,2101
79955,2109
79956,2113
79959,2117
79961,2122
79963,2128
79963,2134
79964,2138
79966,2143
79969,2147
79971,2153
79973,2157
79974,2161
79977,2165
79980,2169
79980,2189
79980,2197
79981,2201
79984,2205
79987,2209
79991,2213
79991,2223
79992,2227
79995,2231
79998,2235
80002,2239
80002,2249
80003,2253
80005,2258
80008,2262
80008,2271
80008,2277
80009,2281
80012,2285
80014,2290
80016,2296
80018,2300
80019,2304
80022,2308
80025,2312
80027,2318
80027,2324
80028,2328
80031,2332
80034,2336
80036,2342
80038,2346
80039,2350
80042,2354
80045,2358
80049,2362
80051,2366
80052,2370
80055,2374
80058,2378
80058,2442
80058,2465
80059,2469
80059,2476
80062,2480
80066,2484
80066,2496
80067,2500
80067,2511
80070,2515
80074,2519
80074,2529
80074,2537
80074,2544
80077,2548
80078,2555
80080,2559
80081,2563
80081,2572
80082,2578
80086,2582
80086,2591
80087,2595
80090,2599
80092,2604
80096,2608
80098,2612
80099,2616
80101,2621
80103,2626
80105,2632
80107,2636
80108,2640
80111,2644
80114,2648
80114,2666
80114,2672
80115,2676
80117,2681
80118,2687
80120,2693
80120,2701
80121,2705
80124,2709
80124,2716
80127,2721
80129,2725
80130,2729
80132,2734
80135,2738
80135,2747
80137,2751
80138,2755
80141,2759
80144,2763
80144,2778
80144,2788
80144,2794
80145,2800
80147,2805
80151,2809
80151,2819
80152,2823
80155,2827
80157,2832
80157,2846
80159,2850
80160,2854
80162,2859
80163,2865
80165,2871
80165,2877
80165,2884
80166,2890
80168,2895
80170,2901
80170,2910
80170,2917
80172,2922
80174,2927
80176,2933
80176,2939
80177,2943
80180,2947
80182,2952
80184,2958
80186,2962
80187,2966
80187,2979
80190,2983
80190,2997
80190,3007
80191,3011
80194,3015
80197,3019
80197,3039
80197,3045
80198,3049
80200,3054
80201,3060
80203,3066
80205,3070
80206,3074
80208,3079
80209,3085
80211,3091
80213,3095
80214,3099
80217,3103
80220,3107
80222,3113
80222,3123
80223,3127
80226,3131
80226,3138
80228,3144
80228,3150
80229,3154
80232,3158
80235,3162
80235,3172
80235,3178
80236,3182
80239,3186
80242,3190
80244,3196
80244,3209
80245,3213
80248,3217
80250,3222
80252,3228
80252,3236
80253,3240
80256,3244
80256,3251
80260,3255
80260,3265
80261,3269
80261,3278
80264,3282
80265,3289
80267,3293
80267,3300
80268,3306
80271,3310
80271,3318
80271,3326
80272,3330
80275,3334
80277,3339
80277,3348
80278,3353
80278,3358
80281,3362
80283,3367
80285,3373
80285,3382
80286,3386
80288,3391
80291,3395
80293,3401
80295,3405
80296,3409
80298,3414
80299,3420
80301,3426
80303,3430
80303,3438
80303,3445
80306,3449
80306,3462
80306,3469
80306,3474
80308,3479
80310,3484
80310,3492
80310,3498
80311,3502
80314,3506
80317,3510
80319,3516
80319,3529
80320,3533
80320,3541
80322,3546
80324,3552
80326,3556
80327,3560
80330,3564
80333,3568
80335,3574
80335,3586
80336,3590
80339,3594
80342,3598
80342,3608
80344,3612
80345,3616
80348,3620
80351,3624
80353,3630
80353,3638
80354,3642
80354,3650
80357,3654
80357,3663
80359,3667
80360,3671
80363,3675
80363,3682
80367,3686
80369,3690
80370,3694
80373,3698
80376,3702
80376,3710
80378,3714
80378,3720
80380,3725
80382,3730
80384,3736
80386,3740
80387,3744
80390,3748
80393,3752
80393,3762
80393,3768
80394,3772
80397,3776
80400,3780
80400,3790
80400,3796
80401,3800
80403,3805
80404,3811
80404,3819
80405,3824
80405,3829
80408,3833
80411,3837
80415,3841
80415,3853
80416,3857
80419,3861
80421,3866
80423,3872
80423,3878
80424,3882
80427,3886
80429,3891
80429,3905
80429,3911
80430,3915
80433,3919
80436,3923
80436,3940
80436,3946
80437,3950
80440,3954
80443,3958
80443,3966
80443,3972
80444,3976
80447,3980
80447,3987
80451,3991
80451,4001
80452,4005
80455,4009
80458,4013
80460,4019
80462,4023
80463,4027
80466,4031
80469,4035
80473,4039
80473,4049
80474,4053
80477,4057
80480,4061
80482,4067
80482,4073
80483,4077
80485,4082
80488,4086
80490,4092
80490,4102
80490,4108
80492,4113
80495,4117
80495,4125
80495,4138
80496,4142
80499,4146
80502,4150
80504,4156
80504,4176
80505,4180
80508,4184
80511,4188
80515,4192
80515,4204
80516,4208
80518,4213
80519,4219
80522,4224
80524,4228
80524,4237
80527,4241
80527,4252
80527,4262
80527,4273
80527,4278
80530,4282
80532,4287
80534,4293
80534,4304
80534,4312
80537,4316
80537,4326
80541,4330
80543,4334
80543,4345
80543,4355
80543,4362
80545,4368
80545,4374
80546,4378
80548,4383
80549,4389
80549,4399
80549,4405
80550,4409
80552,4414
80553,4420
80556,4425
80558,4429
80559,4433
80562,4437
80562,4444
80562,4463
80562,4469
80563,4473
80566,4477
80568,4482
80569,4489
80569,4500
80570,4504
80572,4509
80575,4513
80577,4519
80577,4525
80578,4529
80581,4533
80581,4540
80585,4544
80587,4548
80588,4552
80591,4556
80594,4560
80594,4579
80594,4585
80595,4589
80597,4594
80600,4598
80602,4604
80602,4615
80602,4621
80604,4626
80606,4631
80608,4637
80610,4641
80611,4645
80614,4649
80617,4653
80619,4659
80621,4663
80622,4667
80624,4672
80627,4676
80627,4685
80627,4693
80627,4698
80630,4702
80630,4709
80631,4716
80631,4722
80632,4726
80634,4731
80635,4737
80637,4743
80637,4751
80638,4755
80640,4760
80643,4764
80643,4773
80643,4781
80644,4785
80647,4789
80649,4794
80650,4801
80651,4806
80652,4810
80655,4814
80657,4819
80658,4826
80658,4837
80659,4841
80661,4846
80664,4850
80664,4859
80665,4864
80666,4868
80669,4872
80671,4877
80673,4883
80673,4889
80674,4893
80677,4897
80679,4902
80683,4906
80683,4916
80684,4920
80687,4924
80690,4928
80692,4934
80692,4940
80693,4944
80696,4948
80699,4952
80699,4971
80699,4977
80700,4981
80703,4985
80705,4990
80707,4996
80707,5004
80707,5010
80709,5015
80711,5020
80713,5026
80713,5034
80714,5038
80717,5042
80720,5046
80720,5062
80722,5066
80723,5070
80725,5075
80728,5079
80728,5087
80728,5093
80729,5097
80732,5101
80734,5106
80734,5116
80734,5122
80735,5126
80738,5130
80741,5134
80743,5140
80743,5153
80744,5157
80747,5161
80749,5166
80749,5183
80749,5189
80750,5193
80753,5197
80753,5208
80753,5218
80754,5223
80755,5227
80758,5231
80760,5236
80764,5240
80764,5250
80765,5254
80768,5258
80770,5263
80772,5269
80772,5280
80773,5284
80776,5288
80779,5292
80781,5298
80783,5302
80783,5310
80783,5317
80786,5321
80786,5329
80786,5336
80787,5340
80790,5344
80792,5349
80792,5360
80792,5366
80793,5370
80796,5374
80796,5381
80796,5392
80798,5396
80798,5402
80801,5406
80801,5414
80802,5421
80802,5429
80803,5433
80806,5437
80809,5441
80813,5445
80815,5449
80815,5461
80818,5465
80821,5469
80821,5477
80821,5494
80822,5498
80825,5502
80825,5509
80828,5514
80828,5523
80829,5527
80829,5535
80832,5539
80836,5543
80836,5553
80837,5557
80840,5561
80840,5568
80842,5574
80842,5581
80842,5586
80845,5590
80845,5597
80845,5608
80847,5612
80848,5616
80850,5621
80852,5626
80852,5634
80852,5640
80853,5644
80856,5648
80856,5655
80858,5661
80860,5665
80860,5673
80860,5680
80863,5684
80864,5691
80864,5698
80865,5702
80867,5707
80870,5711
80870,5720
80870,5726
80871,5730
80873,5735
80874,5741
80876,5747
80876,5753
80877,5757
80880,5761
80882,5766
80882,5775
80884,5779
80885,5783
80887,5788
80890,5792
80892,5798
80892,5809
80893,5813
80895,5818
80897,5823
80897,5839
80899,5843
80900,5847
80903,5851
80906,5855
80910,5859
80912,5863
80912,5875
80914,5880
80917,5884
80919,5890
80919,5896
80920,5900
80923,5904
80925,5909
80927,5915
80927,5924
80928,5928
80931,5932
80931,5939
80935,5943
80937,5947
80937,5958
80937,5968
80937,5975
80941,5979
80943,5983
80944,5987
80947,5991
80950,5995
80952,6001
80952,6022
80953,6026
80955,6031
80958,6035
80958,6044
80959,6049
80960,6053
80963,6057
80963,6064
80965,6070
80965,6076
80966,6080
80969,6084
80969,6091
80972,6096
80974,6100
80975,6104
80978,6108
80980,6113
80980,6122
80981,6127
80981,6134
80983,6139
80986,6143
80986,6152
80988,6156
80989,6160
80992,6164
80994,6169
80996,6175
80998,6179
80999,6183
81002,6187
81004,6192
81008,6196
81008,6216
81009,6220
81012,6224
81012,6231
81014,6237
81014,6243
81015,6247
81018,6251
81021,6255
81021,6265
81021,6271
81022,6275
81025,6279
81028,6283
81030,6289
81030,6295
81031,6299
81034,6303
81037,6307
81039,6313
81039,6319
81040,6323
81042,6328
81044,6333
81046,6339
81046,6345
81047,6349
81050,6353
81053,6357
81055,6363
81055,6380
81056,6384
81059,6388
81061,6393
81063,6399
81063,6407
81064,6411
81067,6415
81069,6420
81069,6432
81071,6436
81072,6440
81075,6444
81078,6448
81078,6458
81080,6462
81080,6470
81082,6475
81084,6480
81088,6484
81088,6496
81089,6500
81092,6504
81092,6511
81093,6518
81095,6522
81096,6526
81099,6530
81101,6535
81101,6549
81101,6555
81102,6559
81105,6563
81107,6568
81107,6577
81109,6581
81110,6585
81113,6589
81116,6593
81116,6608
81116,6619
81117,6623
81120,6627
81123,6631
81125,6637
81125,6649
81126,6653
81129,6657
81129,6664
81131,6670
81131,6677
81132,6681
81135,6685
81135,6692
81138,6697
81138,6704
81139,6708
81142,6712
81142,6723
81146,6727
81146,6741
81146,6752
81148,6757
81151,6761
81151,6775
81153,6779
81154,6783
81157,6787
81160,6791
81162,6797
81162,6805
81163,6809
81166,6813
81166,6820
81170,6824
81170,6832
81170,6838
81172,6843
81172,6850
81174,6856
81174,6862
81175,6866
81178,6870
81178,6877
81181,6882
81181,6889
81182,6893
81185,6897
81185,6904
81187,6910
81187,6918
81187,6924
81189,6929
81192,6933
81194,6939
81196,6943
81197,6947
81200,6951
81200,6958
81203,6963
81205,6967
81206,6971
81209,6975
81209,6982
81209,6997
81210,7002
81211,7006
81214,7010
81217,7014
81219,7020
81219,7034
81219,7040
81221,7045
81224,7049
81226,7055
81226,7074
81227,7078
81230,7082
81230,7089
81233,7094
81233,7102
81233,7108
81235,7113
81238,7117
81238,7125
81238,7135
81239,7139
81242,7143
81245,7147
81245,7160
81245,7170
81246,7174
81249,7178
81252,7182
81256,7186
81258,7190
81259,7194
81262,7198
81264,7203
81268,7207
81270,7211
81271,7215
81273,7220
81274,7226
81276,7232
81278,7236
81279,7240
81282,7244
81284,7249
81286,7255
81286,7261
81287,7265
81287,7275
81290,7279
81290,7290
81290,7297
81290,7302
81293,7306
81296,7310
81300,7314
81302,7318
81303,7322
81306,7326
81308,7331
81308,7359
81308,7365
81309,7369
81312,7373
81314,7378
81314,7387
81316,7391
81317,7395
81320,7399
81323,7403
81323,7418
81323,7424
81324,7428
81326,7433
81328,7438
81330,7444
81332,7448
81332,7456
81332,7463
81335,7467
81335,7481
81335,7488
81336,7492
81339,7496
81342,7500
81342,7513
81342,7519
81343,7523
81346,7527
81349,7531
81349,7541
81349,7551
81349,7557
81350,7563
81353,7567
81357,7571
81357,7581
81357,7589
81357,7596
81360,7600
81360,7608
81360,7615
81361,7619
81364,7623
81367,7627
81367,7635
81367,7645
81368,7649
81371,7653
81374,7657
81374,7670
81376,7674
81377,7678
81380,7682
81382,7687
81383,7694
81383,7701
81384,7705
81387,7709
81387,7716
81390,7721
81392,7725
81392,7734
81392,7742
81395,7746
81395,7755
81396,7760
81397,7764
81400,7768
81402,7773
81402,7783
81402,7789
81403,7793
81404,7799
81406,7804
81407,7811
81409,7815
81410,7819
81412,7824
81415,7828
81415,7837
81416,7842
81416,7847
81419,7851
81422,7855
81424,7861
81426,7865
81427,7869
81430,7873
81433,7877
81433,7898
81435,7902
81436,7906
81436,7918
81439,7922
81440,7929
81440,7936
81440,7941
81443,7945
81445,7950
81446,7957
81447,7962
81448,7966
81451,7970
81453,7975
81454,7982
81456,7986
81457,7990
81460,7994
81462,7999
81466,8003
81466,8013
81467,8017
81469,8022
81472,8026
81476,8030
81476,8042
81477,8046
81480,8050
81482,8055
81484,8061
81486,8065
81487,8069
81490,8073
81492,8078
81493,8085
81493,8102
81493,8107
81496,8111
81499,8115
81503,8119
81505,8123
81506,8127
81506,8143
81509,8147
81511,8153
81511,8162
81512,8166
81515,8170
81515,8177
81519,8181
81519,8189
81519,8195
81521,8200
81523,8205
81524,8212
81524,8227
81525,8231
81527,8236
81530,8240
81530,8249
81530,8255
81531,8259
81534,8263
81536,8268
81536,8279
81536,8285
81537,8289
81540,8293
81543,8297
81545,8303
81547,8307
81548,8311
81551,8315
81553,8320
81557,8324
81557,8334
81558,8338
81561,8342
81563,8347
81564,8354
81566,8358
81566,8365
81567,8371
81570,8375
81574,8379
81576,8383
81577,8387
81580,8391
81583,8395
81585,8401
81587,8405
81588,8409
81588,8418
81589,8424
81592,8429
81592,8437
81593,8441
81596,8445
81599,8449
81599,8462
81599,8470
81600,8474
81603,8478
81605,8483
81607,8489
81609,8493
81610,8497
81612,8502
81613,8508
81615,8514
81615,8522
81615,8528
81617,8533
81620,8537
81624,8541
81624,8553
81625,8557
81628,8561
81631,8565
81631,8586
81631,8592
81632,8596
81634,8601
81635,8607
81637,8613
81637,8621
81637,8627
81640,8631
81640,8639
81640,8647
81641,8652
81641,8657
81644,8661
81646,8666
81650,8670
81650,8680
81651,8684
81654,8688
81657,8692
81657,8700
81659,8704
81660,8708
81663,8712
81666,8716
81668,8722
81668,8734
81669,8738
81672,8742
81674,8747
81676,8753
81676,8761
81677,8765
81680,8769
81683,8773
81683,8783
81683,8789
81684,8793
81686,8798
81689,8802
81691,8808
81691,8818
81692,8822
81695,8826
81697,8831
81699,8837
81699,8843
81700,8847
81703,8851
81706,8855
81706,8865
81706,8871
81707,8875
81710,8879
81713,8883
81717,8887
81719,8891
81720,8895
81723,8899
81723,8906
81725,8912
81727,8916
81728,8920
81731,8924
81734,8928
81734,8971
81736,8975
81737,8979
81739,8984
81740,8990
81742,8996
81742,9004
81742,9010
81744,9015
81747,9019
81747,9029
81747,9035
81748,9039
81751,9043
81754,9047
81756,9053
81756,9059
81757,9063
81760,9067
81762,9072
81764,9078
81764,9084
81765,9088
81768,9092
81771,9096
81775,9100
81775,9110
81776,9114
81778,9119
81780,9124
81784,9128
81784,9138
81785,9142
81788,9146
81790,9151
81792,9157
81792,9166
81792,9172
81794,9177
81797,9181
81801,9185
81803,9189
81804,9193
81807,9197
81809,9202
81810,9209
81812,9213
81813,9217
81816,9221
81818,9226
81820,9232
81820,9241
81821,9245
81824,9249
81827,9253
81827,9289
81829,9293
81830,9297
81833,9301
81835,9306
81837,9312
81837,9321
81838,9325
81841,9329
81843,9334
81843,9343
81843,9349
81843,9354
81846,9358
81846,9365
81848,9371
81850,9375
81850,9383
81850,9390
81853,9394
81857,9398
81857,9408
81858,9412
81861,9416
81863,9421
81865,9427
81867,9431
81868,9435
81870,9440
81872,9445
81872,9453
81872,9459
81873,9463
81876,9467
81879,9471
81879,9479
81879,9485
81880,9489
81881,9495
81884,9499
81884,9507
81884,9515
81885,9519
81888,9523
81891,9527
81893,9533
81895,9537
81896,9541
81897,9547
81899,9552
81900,9559
81900,9566
81901,9570
81904,9574
81906,9579
81907,9586
81909,9590
81909,9597
81910,9603
81912,9608
81916,9612
81916,9623
81916,9632
81916,9640
81916,9648
81920,9652
81920,9661
81920,9668
81921,9674
81923,9679
81923,9693
81923,9703
81923,9709
81925,9714
81928,9718
81928,9731
81928,9737
81929,9741
81932,9745
81934,9750
81938,9754
81940,9758
81941,9762
81944,9766
81944,9773
81944,9793
81946,9797
81946,9803
81949,9807
81949,9815
81950,9822
81952,9826
81953,9830
81955,9835
81956,9841
81959,9846
81961,9850
81961,9861
81961,9871
81964,9875
81968,9879
81968,9889
81969,9893
81971,9898
81972,9904
81975,9909
81977,9913
81978,9917
81980,9922
81982,9927
81984,9933
81986,9937
81987,9941
81990,9945
81993,9949
81993,9959
81993,9965
81994,9969
81997,9973
81997,9981
82000,9986
82002,9990
82003,9994
82006,9998
82009,10002
82009,10012
82009,10018
82010,10022
82012,10027
82014,10032
82014,10040
82016,10044
82016,10050
82018,10055
82020,10060
82020,10068
82022,10072
82023,10076
82026,10080
82029,10084
82029,6
82031,10
82032,14
82035,18
82038,22
82038,32
82038,38
82039,42
82041,47
82044,51
82044,60
82044,66
82045,70
82046,76
82048,81
82049,88
82050,93
82051,97
82053,102
82056,106
82060,110
82062,114
82063,118
82066,122
82066,129
82068,135
82070,139
82071,143
82074,147
82077,151
82081,155
82081,165
82081,173
82083,178
82083,187
82083,195
82084,200
82085,204
82087,209
82090,213
82092,219
82094,223
82095,227
82098,231
82101,235
82103,241
82105,245
82106,249
82109,253
82111,258
82115,262
82117,266
82118,270
82121,274
82123,279
82123,297
82123,307
82124,311
82124,320
82127,324
82127,333
82128,338
82129,342
82132,346
82132,355
82135,360
82135,371
82136,375
82138,380
82140,385
82140,399
82140,405
82141,409
82144,413
82146,418
82146,430
82146,436
82147,440
82150,444
82152,449
82156,453
82156,463
82156,473
82158,478
82161,482
82161,495
82161,501
82162,505
82164,510
82165,516
82167,522
82167,529
82167,534
82170,538
82172,543
82174,549
82174,558
82175,562
82178,566
82178,573
82181,578
82181,585
82182,589
82182,597
82185,601
82186,608
82186,618
82187,622
82189,627
82192,631
82194,637
82196,641
82197,645
82200,649
82200,656
82204,660
82204,668
82205,672
82207,677
82210,681
82210,690
82212,694
82213,698
82216,702
82218,707
82220,713
82222,717
82223,721
82225,726
82227,731
82229,737
82229,745
82230,749
82233,753
82235,758
82237,764
82237,770
82238,774
82240,779
82243,783
82247,787
82247,799
82248,803
82251,807
82254,811
82254,828
82256,832
82257,836
82260,840
82263,844
82263,854
82263,860
82264,864
82267,868
82269,873
82269,905
82269,911
82270,915
82270,922
82273,926
82274,933
82274,940
82274,945
82277,949
82279,954
82281,960
82281,969
82282,973
82285,977
82288,981
82288,994
82288,1000
82289,1004
82292,1008
82295,1012
82295,1022
